tax	AmbarAyunda_minimap2_16S	total
Bacteria;Pseudomonadati;Verrucomicrobiota;Terrimicrobiia;Terrimicrobiales;Terrimicrobiaceae;Terrimicrobium;Terrimicrobium sacchariphilum	1.0	1.0
Bacteria;Pseudomonadati;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;Prosthecobacter dejongeii	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Bogoriellaceae;Georgenia;Georgenia muralis	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Bogoriellaceae;Georgenia;Georgenia wutianyii	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium metallicus	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium senegalense	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Actinotalea;Actinotalea subterranea	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Paraoerskovia;Paraoerskovia sediminicola	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium huguangmaarense	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium nesterenkovii	1.0	1.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfosalsimonadaceae;Desulfonatronobacter;Desulfonatronobacter acidivorans	1.0	1.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfurivibrio;Desulfurivibrio alkaliphilus	1.0	1.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;Desulfomicrobium aestuarii	1.0	1.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;Desulfomicrobium escambiense	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Beutenbergiaceae;Serinibacter;Serinibacter arcticus	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Bogoriellaceae;Georgenia;Georgenia daeguensis	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Bogoriellaceae;Georgenia;Georgenia faecalis	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Bogoriellaceae;Georgenia;Georgenia halophila	1.0	1.0
Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira;Leptospira interrogans	1.0	1.0
Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira;Leptospira stimsonii	1.0	1.0
Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Sphaerochaetaceae;Parasphaerochaeta;Parasphaerochaeta coccoides	1.0	1.0
Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Bullifex;Bullifex porci	1.0	1.0
Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta;Sediminispirochaeta smaragdinae	1.0	1.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobaccia;Desulfobaccales;Desulfobaccaceae;Desulfobacca;Desulfobacca acetoxidans	1.0	1.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatiferula;Desulfatiferula olefinivorans	1.0	1.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulforegulaceae;Desulforegula;Desulforegula conservatrix	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter populi	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter weissii	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium arborescens	1.0	1.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium ginsengisoli	1.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas taiwanensis	1.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas tianjinensis	1.0	1.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas xionganensis	1.0	1.0
Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira;Leptospira chreensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Tissierellaceae;Tissierella;Tissierella carlieri	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Tissierellaceae;Tissierella;Tissierella creatinophila	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter massiliensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;[Ruminococcus] torques	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Parasporobacterium;Parasporobacterium paucivorans	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Pseudobutyrivibrio;Pseudobutyrivibrio ruminis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia faecis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia intestinalis	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Helcococcus;Helcococcus sueciensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Urinicoccus;Urinicoccus massiliensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Sporanaerobacteraceae;Anaerosalibacter;Anaerosalibacter bizertensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Thermohalobacteraceae;Brassicibacter;Brassicibacter thermophilus	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Thermohalobacteraceae;Caldisalinibacter;Caldisalinibacter kiritimatiensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Thermohalobacteraceae;Caloranaerobacter;Caloranaerobacter ferrireducens	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Thermohalobacteraceae;Sporosalibacterium;Sporosalibacterium tautonense	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Tissierellaceae;Soehngenia;Soehngenia longivitae	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Mogibacterium;Mogibacterium kristiansenii	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Filifactoraceae;Acetoanaerobium;Acetoanaerobium noterae	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae;Alkaliphilus;Alkaliphilus pronyensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae;Natronincola;Natronincola histidinovorans	1.0	1.0
Bacteria;Bacillati;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;Veillonella criceti	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Aedoeadaptatus;Aedoeadaptatus ivorii	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Aedoeadaptatus;Aedoeadaptatus urinae	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerosphaera;Anaerosphaera massiliensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Natranaerovirgaceae;Natranaerovirga;Natranaerovirga pectinivora	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Vallitaleaceae;Vallitalea;Vallitalea pronyensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lutisporales;Lutisporaceae;Lutispora;Lutispora thermophila	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Moorellales;Moorellaceae;Moorella;Moorella perchloratireducens	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Moorellales;Moorellaceae;Thermanaeromonas;Thermanaeromonas toyohensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Natranaerobiales;Natranaerobiaceae;Natranaerobaculum;Natranaerobaculum magadiense	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Natranaerobiales;Natranaerobiaceae;Natranaerobius;Natranaerobius thermophilus	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Aminicella;Aminicella lysinilytica	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas sapovorans	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas wolfei	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Thermincolaceae;Thermincola;Thermincola ferriacetica	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium alcaliphilum	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium praevalens	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum lactatifermentans	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Defluviitaleaceae;Defluviitalea;Defluviitalea phaphyphila	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Desulfofundulus;Desulfofundulus kuznetsovii	1.0	1.0
Bacteria;Bacillati;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea;Thermomarinilinea lacunifontana	1.0	1.0
Bacteria;Bacillati;Chloroflexota;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalogenimonas;Dehalogenimonas alkenigignens	1.0	1.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Chroococcales;Chroococcaceae;Gloeocapsopsis;Gloeocapsopsis crepidinum	1.0	1.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Coleofasciculales;Wilmottiaceae;Ramsaria;Ramsaria avicennae	1.0	1.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Oscillatoriales;Microcoleaceae;Sodalinema;Sodalinema stali	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Desulforamulus;Desulforamulus hydrothermalis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Desulforamulus;Desulforamulus reducens	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Symbiobacteriaceae;Caldinitratiruptor;Caldinitratiruptor microaerophilus	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;[Clostridium] herbivorans	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;Anaerocolumna xylanovorans	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia coccoides	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia hominis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Catonella;Catonella massiliensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellia_Incertae_sedis;Tissierellia_Incertae_sedis;Dethiosulfatibacter;Dethiosulfatibacter aminovorans	1.0	1.0
Bacteria;Bacillati;Chloroflexota;Anaerolineae;Aggregatilineales;Aggregatilineaceae;Aggregatilinea;Aggregatilinea lenta	1.0	1.0
Bacteria;Bacillati;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Stomatobaculum;Stomatobaculum longum	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Diplocloster;Diplocloster modestus	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella;Eisenbergiella massiliensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella;Eisenbergiella tayi	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Faecalicatena;Faecalicatena absiana	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Fusimonas;Fusimonas intestini	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Hungatella;Hungatella hathewayi	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Jutongia;Jutongia hominis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus hippei	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus meridiei	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus metallidurans	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfotomaculaceae;Desulfotomaculum;Desulfotomaculum nigrificans	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfotomaculaceae;Desulfotomaculum;Desulfotomaculum varum	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfotomaculaceae;Pelotomaculum;Pelotomaculum terephthalicicum	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium;Acetobacterium carbinolicum	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Alkalibacter;Alkalibacter mobilis	1.0	1.0
Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Paracidobacterium;Paracidobacterium acidisoli	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecigallinarum	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ihuae	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;Coprobacter secundus	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas mossii	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum gordoncarteri	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfitobacterium;Desulfitobacterium metallireducens	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus acidiphilus	1.0	1.0
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma insolitum	1.0	1.0
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma lampyridicola	1.0	1.0
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma leptinotarsae	1.0	1.0
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma melliferum	1.0	1.0
Bacteria;Bacillati;Mycoplasmatota;Mycoplasmatota_Incertae_sedis;Mycoplasmoidales;Mycoplasmoidaceae;Mycoplasmoides;Mycoplasmoides pirum	1.0	1.0
Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium varium	1.0	1.0
Bacteria;Pseudomonadati;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;Geothrix;Geothrix fermentans	1.0	1.0
Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Alloacidobacterium;Alloacidobacterium dinghuense	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Anaerofilum;Anaerofilum agile	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Caproicibacterium;Caproicibacterium amylolyticum	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium hattorii	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales Family XII. Incertae Sedis;Fusibacter;Fusibacter bizertensis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Congobacterium;Congobacterium massiliense	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Evtepia;Evtepia gabavorous	1.0	1.0
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma chinense	1.0	1.0
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma chrysopicola	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sardiniense	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sartagoforme	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium swellfunianum	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tepidiprofundi	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium thailandense	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium thermarum	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium thermopalmarium	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tunisiense	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;Rikenella microfusus	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides timonensis	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;Tannerella forsythia	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Tenuifilaceae;Perlabentimonas;Perlabentimonas gracilis	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Marinilabiliales;Marinifilaceae;Marinifilum;Marinifilum breve	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Breznakibacter;Breznakibacter xylanolyticus	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium punense	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium rectalis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Youngiibacter;Youngiibacter fragilis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfallaceae;Desulfotruncus;Desulfotruncus alcoholivorax	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfallaceae;Desulfotruncus;Desulfotruncus arcticus	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfallaceae;Sporotomaculum;Sporotomaculum hydroxybenzoicum	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella rava	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella shahii	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica	1.0	1.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes indistinctus	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium aggregans	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium barkeri	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium pyruvativorans	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tyrobutyricum	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium vitabionis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium vulturis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Crassaminicella;Crassaminicella profunda	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Salimesophilobacter;Salimesophilobacter vulgaris	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium grantii	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium homopropionicum	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium huakuii	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium hydrogeniformans	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium isatidis	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium kogasense	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium ljungdahlii	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium massiliamazoniense	1.0	1.0
Bacteria;Pseudomonadati;Calditrichota;Calditrichota_Incertae_sedis;Calditrichota_Incertae_sedis;Calditrichota_Incertae_sedis;Calorithrix;Calorithrix insularis	1.0	1.0
Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter faecis	1.0	1.0
Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter trophiarum	1.0	1.0
Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;Arcobacter aquimarinus	1.0	1.0
Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;Arcobacter cloacae	1.0	1.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium cochlearium	1.0	1.0
